date,monitoring_location,daily_total
2019-05-29,12 Ave West of 3 St SE,1120
2019-05-29,12 Ave West of 8 St SW,1612
2019-05-29,5 Street North of 10 Ave SW,3356
2019-05-29,5 Street North of 15 Ave SW,2048
2019-05-29,5 Street North of 5 Ave SW,2440
2019-05-29,7 Street South of 3 Ave SW,1128
2019-05-29,8 Ave West of 3 Street SW,0
2019-05-29,9 Ave West of 4 Street SE,552
2019-05-29,Bow River Pathway,4210
2019-05-29,Edmonton Tr North of Memorial Dr,540
2019-05-29,Inglewood Bird Sanctuary,0
2019-05-29,Lindsay Park,0
2019-05-29,Memorial Drive at 19 St NW,1898
2019-05-29,Memorial Drive at Prince's Island,0
2019-05-29,North Glenmore,0
2019-05-29,Nose Creek,780
2019-05-29,Parkdale,0
2019-05-29,Peace Bridge,3168
2019-05-29,South Glenmore,2050
2019-05-29,Wetlands,170
2019-05-30,10 Street North of 5 Ave NW,800
2019-05-30,12 Ave West of 2 St SW,1396
2019-05-30,12 Ave West of 3 St SE,870
2019-05-30,12 Ave West of 8 St SW,1174
2019-05-30,5 Street North of 10 Ave SW,2836
2019-05-30,5 Street North of 15 Ave SW,1646
2019-05-30,5 Street North of 5 Ave SW,2038
2019-05-30,7 Street South of 3 Ave SW,886
2019-05-30,8 Ave West of 3 Street SW,0
2019-05-30,9 Ave West of 4 Street SE,522
2019-05-30,Bow River Pathway,2930
2019-05-30,Edmonton Tr North of Memorial Dr,314
2019-05-30,Inglewood Bird Sanctuary,0
2019-05-30,Lindsay Park,0
2019-05-30,Memorial Drive at 19 St NW,1164
2019-05-30,Memorial Drive at Prince's Island,0
2019-05-30,North Glenmore,0
2019-05-30,Nose Creek,806
2019-05-30,Parkdale,0
2019-05-30,Peace Bridge,2290
2019-05-30,South Glenmore,1030
2019-05-30,Wetlands,92
2019-05-31,10 Street North of 5 Ave NW,460
2019-05-31,12 Ave West of 2 St SW,900
2019-05-31,12 Ave West of 3 St SE,576
2019-05-31,12 Ave West of 8 St SW,826
2019-05-31,5 Street North of 10 Ave SW,1798
2019-05-31,5 Street North of 15 Ave SW,994
2019-05-31,5 Street North of 5 Ave SW,1242
2019-05-31,7 Street South of 3 Ave SW,508
2019-05-31,8 Ave West of 3 Street SW,0
2019-05-31,9 Ave West of 4 Street SE,316
2019-05-31,Bow River Pathway,1284
2019-05-31,Edmonton Tr North of Memorial Dr,244
2019-05-31,Inglewood Bird Sanctuary,0
2019-05-31,Lindsay Park,0
2019-05-31,Memorial Drive at 19 St NW,487
2019-05-31,Memorial Drive at Prince's Island,0
2019-05-31,North Glenmore,0
2019-05-31,Nose Creek,398
2019-05-31,Parkdale,0
2019-05-31,Peace Bridge,1178
2019-05-31,South Glenmore,334
2019-05-31,Wetlands,48
2019-06-01,10 Street North of 5 Ave NW,608
2019-06-01,12 Ave West of 2 St SW,1254
2019-06-01,12 Ave West of 3 St SE,1178
2019-06-01,12 Ave West of 8 St SW,1152
2019-06-01,5 Street North of 10 Ave SW,2220
2019-06-01,5 Street North of 15 Ave SW,1602
2019-06-01,5 Street North of 5 Ave SW,1458
2019-06-01,7 Street South of 3 Ave SW,618
2019-06-01,8 Ave West of 3 Street SW,0
2019-06-01,9 Ave West of 4 Street SE,374
2019-06-01,Bow River Pathway,3180
2019-06-01,Edmonton Tr North of Memorial Dr,502
2019-06-01,Inglewood Bird Sanctuary,0
2019-06-01,Lindsay Park,0
2019-06-01,Memorial Drive at 19 St NW,1815
2019-06-01,Memorial Drive at Prince's Island,0
2019-06-01,North Glenmore,0
2019-06-01,Nose Creek,480
2019-06-01,Parkdale,0
2019-06-01,Peace Bridge,3666
2019-06-01,South Glenmore,2396
2019-06-01,Wetlands,164
2019-06-02,10 Street North of 5 Ave NW,580
2019-06-02,12 Ave West of 2 St SW,1580
2019-06-02,12 Ave West of 3 St SE,1236
2019-06-02,12 Ave West of 8 St SW,1342
2019-06-02,5 Street North of 10 Ave SW,3046
2019-06-02,5 Street North of 15 Ave SW,2468
2019-06-02,5 Street North of 5 Ave SW,2044
2019-06-02,7 Street South of 3 Ave SW,684
2019-06-02,8 Ave West of 3 Street SW,0
2019-06-02,9 Ave West of 4 Street SE,360
2019-06-02,Bow River Pathway,3336
2019-06-02,Edmonton Tr North of Memorial Dr,434
2019-06-02,Inglewood Bird Sanctuary,0
2019-06-02,Lindsay Park,0
2019-06-02,Memorial Drive at 19 St NW,1818
2019-06-02,Memorial Drive at Prince's Island,0
2019-06-02,North Glenmore,0
2019-06-02,Nose Creek,1762
2019-06-02,Parkdale,0
2019-06-02,Peace Bridge,3718
2019-06-02,South Glenmore,2954
2019-06-02,Wetlands,240
2019-06-03,10 Street North of 5 Ave NW,882
2019-06-03,12 Ave West of 2 St SW,1332
2019-06-03,12 Ave West of 3 St SE,928
2019-06-03,12 Ave West of 8 St SW,1252
2019-06-03,5 Street North of 10 Ave SW,2932
2019-06-03,5 Street North of 15 Ave SW,1666
2019-06-03,5 Street North of 5 Ave SW,2212
2019-06-03,7 Street South of 3 Ave SW,978
2019-06-03,8 Ave West of 3 Street SW,0
2019-06-03,9 Ave West of 4 Street SE,508
2019-06-03,Bow River Pathway,3506
2019-06-03,Edmonton Tr North of Memorial Dr,390
2019-06-03,Inglewood Bird Sanctuary,0
2019-06-03,Lindsay Park,0
2019-06-03,Memorial Drive at 19 St NW,1454
2019-06-03,Memorial Drive at Prince's Island,0
2019-06-03,North Glenmore,0
2019-06-03,Nose Creek,1820
2019-06-03,Parkdale,0
2019-06-03,Peace Bridge,2690
2019-06-03,South Glenmore,1512
2019-06-03,Wetlands,130
2019-06-04,10 Street North of 5 Ave NW,1008
2019-06-04,12 Ave West of 2 St SW,1584
2019-06-04,12 Ave West of 3 St SE,1064
2019-06-04,12 Ave West of 8 St SW,1396
2019-06-04,5 Street North of 10 Ave SW,3300
2019-06-04,5 Street North of 15 Ave SW,1866
2019-06-04,5 Street North of 5 Ave SW,2362
2019-06-04,7 Street South of 3 Ave SW,1200
2019-06-04,8 Ave West of 3 Street SW,0
2019-06-04,9 Ave West of 4 Street SE,574
2019-06-04,Bow River Pathway,4122
2019-06-04,Edmonton Tr North of Memorial Dr,440
2019-06-04,Inglewood Bird Sanctuary,0
2019-06-04,Lindsay Park,0
2019-06-04,Memorial Drive at 19 St NW,1582
2019-06-04,Memorial Drive at Prince's Island,0
2019-06-04,North Glenmore,0
2019-06-04,Nose Creek,1162
2019-06-04,Parkdale,0
2019-06-04,Peace Bridge,2960
2019-06-04,South Glenmore,1766
2019-06-04,Wetlands,114
2019-06-05,10 Street North of 5 Ave NW,1040
2019-06-05,12 Ave West of 2 St SW,1532
2019-06-05,12 Ave West of 3 St SE,1054
2019-06-05,12 Ave West of 8 St SW,1420
2019-06-05,5 Street North of 10 Ave SW,3278
2019-06-05,5 Street North of 15 Ave SW,1950
2019-06-05,5 Street North of 5 Ave SW,2336
2019-06-05,7 Street South of 3 Ave SW,1062
2019-06-05,8 Ave West of 3 Street SW,0
2019-06-05,9 Ave West of 4 Street SE,520
2019-06-05,Bow River Pathway,3720
2019-06-05,Edmonton Tr North of Memorial Dr,396
2019-06-05,Inglewood Bird Sanctuary,0
2019-06-05,Lindsay Park,0
2019-06-05,Memorial Drive at 19 St NW,1586
2019-06-05,Memorial Drive at Prince's Island,0
2019-06-05,North Glenmore,0
2019-06-05,Nose Creek,1482
2019-06-05,Parkdale,0
2019-06-05,Peace Bridge,2796
2019-06-05,South Glenmore,1650
2019-06-05,Wetlands,134
2019-06-06,10 Street North of 5 Ave NW,688
2019-06-06,12 Ave West of 2 St SW,1276
2019-06-06,12 Ave West of 3 St SE,796
2019-06-06,12 Ave West of 8 St SW,972
2019-06-06,5 Street North of 10 Ave SW,2572
2019-06-06,5 Street North of 15 Ave SW,1398
2019-06-06,5 Street North of 5 Ave SW,1754
2019-06-06,7 Street South of 3 Ave SW,832
2019-06-06,8 Ave West of 3 Street SW,0
2019-06-06,9 Ave West of 4 Street SE,422
2019-06-06,Bow River Pathway,2626
2019-06-06,Edmonton Tr North of Memorial Dr,318
2019-06-06,Inglewood Bird Sanctuary,0
2019-06-06,Lindsay Park,0
2019-06-06,Memorial Drive at 19 St NW,1035
2019-06-06,Memorial Drive at Prince's Island,0
2019-06-06,North Glenmore,0
2019-06-06,Nose Creek,1616
2019-06-06,Parkdale,1070
2019-06-06,Peace Bridge,2090
2019-06-06,South Glenmore,1052
2019-06-06,Wetlands,40
2019-06-07,10 Street North of 5 Ave NW,298
2019-06-07,12 Ave West of 2 St SW,492
2019-06-07,12 Ave West of 3 St SE,322
2019-06-07,12 Ave West of 8 St SW,350
2019-06-07,5 Street North of 10 Ave SW,1150
2019-06-07,5 Street North of 15 Ave SW,596
2019-06-07,5 Street North of 5 Ave SW,710
2019-06-07,7 Street South of 3 Ave SW,338
2019-06-07,8 Ave West of 3 Street SW,0
2019-06-07,9 Ave West of 4 Street SE,254
2019-06-07,Bow River Pathway,802
2019-06-07,Edmonton Tr North of Memorial Dr,70
2019-06-07,Inglewood Bird Sanctuary,0
2019-06-07,Lindsay Park,0
2019-06-07,Memorial Drive at 19 St NW,263
2019-06-07,Memorial Drive at Prince's Island,0
2019-06-07,North Glenmore,0
2019-06-07,Nose Creek,1636
2019-06-07,Parkdale,231
2019-06-07,Peace Bridge,564
2019-06-07,South Glenmore,140
2019-06-07,Wetlands,4
2019-06-08,10 Street North of 5 Ave NW,384
2019-06-08,12 Ave West of 2 St SW,688
2019-06-08,12 Ave West of 3 St SE,624
2019-06-08,12 Ave West of 8 St SW,628
2019-06-08,5 Street North of 10 Ave SW,958
2019-06-08,5 Street North of 15 Ave SW,598
2019-06-08,5 Street North of 5 Ave SW,648
2019-06-08,7 Street South of 3 Ave SW,294
2019-06-08,8 Ave West of 3 Street SW,0
2019-06-08,9 Ave West of 4 Street SE,202
2019-06-08,Bow River Pathway,1244
2019-06-08,Edmonton Tr North of Memorial Dr,222
2019-06-08,Inglewood Bird Sanctuary,0
2019-06-08,Lindsay Park,0
2019-06-08,Memorial Drive at 19 St NW,674
2019-06-08,Memorial Drive at Prince's Island,0
2019-06-08,North Glenmore,0
2019-06-08,Nose Creek,1612
2019-06-08,Parkdale,692
2019-06-08,Peace Bridge,1446
2019-06-08,South Glenmore,1250
2019-06-08,Wetlands,66
2019-06-09,10 Street North of 5 Ave NW,678
2019-06-09,12 Ave West of 2 St SW,1076
2019-06-09,12 Ave West of 3 St SE,980
2019-06-09,12 Ave West of 8 St SW,1028
2019-06-09,5 Street North of 10 Ave SW,1798
2019-06-09,5 Street North of 15 Ave SW,1362
2019-06-09,5 Street North of 5 Ave SW,1266
2019-06-09,7 Street South of 3 Ave SW,520
2019-06-09,8 Ave West of 3 Street SW,0
2019-06-09,9 Ave West of 4 Street SE,320
2019-06-09,Bow River Pathway,3546
2019-06-09,Edmonton Tr North of Memorial Dr,392
2019-06-09,Inglewood Bird Sanctuary,0
2019-06-09,Lindsay Park,0
2019-06-09,Memorial Drive at 19 St NW,1985
2019-06-09,Memorial Drive at Prince's Island,0
2019-06-09,North Glenmore,0
2019-06-09,Nose Creek,1266
2019-06-09,Parkdale,2048
2019-06-09,Peace Bridge,3472
2019-06-09,South Glenmore,3008
2019-06-09,Wetlands,238
2019-06-10,10 Street North of 5 Ave NW,870
2019-06-10,12 Ave West of 2 St SW,1348
2019-06-10,12 Ave West of 3 St SE,1032
2019-06-10,12 Ave West of 8 St SW,1234
2019-06-10,5 Street North of 10 Ave SW,2890
2019-06-10,5 Street North of 15 Ave SW,1576
2019-06-10,5 Street North of 5 Ave SW,2026
2019-06-10,7 Street South of 3 Ave SW,992
2019-06-10,8 Ave West of 3 Street SW,0
2019-06-10,9 Ave West of 4 Street SE,474
2019-06-10,Bow River Pathway,3232
2019-06-10,Edmonton Tr North of Memorial Dr,342
2019-06-10,Inglewood Bird Sanctuary,0
2019-06-10,Lindsay Park,0
2019-06-10,Memorial Drive at 19 St NW,1269
2019-06-10,Memorial Drive at Prince's Island,0
2019-06-10,North Glenmore,0
2019-06-10,Nose Creek,230
2019-06-10,Parkdale,1258
2019-06-10,Peace Bridge,2492
2019-06-10,South Glenmore,1204
2019-06-10,Wetlands,102
2019-06-11,10 Street North of 5 Ave NW,1016
2019-06-11,12 Ave West of 2 St SW,1746
2019-06-11,12 Ave West of 3 St SE,1308
2019-06-11,12 Ave West of 8 St SW,1420
2019-06-11,5 Street North of 10 Ave SW,3238
2019-06-11,5 Street North of 15 Ave SW,1828
2019-06-11,5 Street North of 5 Ave SW,2270
2019-06-11,7 Street South of 3 Ave SW,1080
2019-06-11,8 Ave West of 3 Street SW,0
2019-06-11,9 Ave West of 4 Street SE,586
2019-06-11,Bow River Pathway,4060
2019-06-11,Edmonton Tr North of Memorial Dr,444
2019-06-11,Inglewood Bird Sanctuary,0
2019-06-11,Lindsay Park,0
2019-06-11,Memorial Drive at 19 St NW,1601
2019-06-11,Memorial Drive at Prince's Island,0
2019-06-11,North Glenmore,0
2019-06-11,Nose Creek,910
2019-06-11,Parkdale,1727
2019-06-11,Peace Bridge,3204
2019-06-11,South Glenmore,1922
2019-06-11,Wetlands,180
2019-06-12,10 Street North of 5 Ave NW,1106
2019-06-12,12 Ave West of 2 St SW,1618
2019-06-12,12 Ave West of 3 St SE,1118
2019-06-12,12 Ave West of 8 St SW,1528
2019-06-12,5 Street North of 10 Ave SW,3526
2019-06-12,5 Street North of 15 Ave SW,1740
2019-06-12,5 Street North of 5 Ave SW,2462
2019-06-12,7 Street South of 3 Ave SW,1048
2019-06-12,8 Ave West of 3 Street SW,0
2019-06-12,9 Ave West of 4 Street SE,638
2019-06-12,Bow River Pathway,4464
2019-06-12,Edmonton Tr North of Memorial Dr,480
2019-06-12,Inglewood Bird Sanctuary,0
2019-06-12,Lindsay Park,0
2019-06-12,Memorial Drive at 19 St NW,1805
2019-06-12,Memorial Drive at Prince's Island,0
2019-06-12,North Glenmore,0
2019-06-12,Nose Creek,1362
2019-06-12,Parkdale,1926
2019-06-12,Peace Bridge,3084
2019-06-12,South Glenmore,2022
2019-06-12,Wetlands,146
2019-06-13,10 Street North of 5 Ave NW,796
2019-06-13,12 Ave West of 2 St SW,1296
2019-06-13,12 Ave West of 3 St SE,888
2019-06-13,12 Ave West of 8 St SW,1110
2019-06-13,5 Street North of 10 Ave SW,2830
2019-06-13,5 Street North of 15 Ave SW,1492
2019-06-13,5 Street North of 5 Ave SW,1930
2019-06-13,7 Street South of 3 Ave SW,940
2019-06-13,8 Ave West of 3 Street SW,0
2019-06-13,9 Ave West of 4 Street SE,492
2019-06-13,Bow River Pathway,3008
2019-06-13,Edmonton Tr North of Memorial Dr,394
2019-06-13,Inglewood Bird Sanctuary,0
2019-06-13,Lindsay Park,0
2019-06-13,Memorial Drive at 19 St NW,1159
2019-06-13,Memorial Drive at Prince's Island,0
2019-06-13,North Glenmore,0
2019-06-13,Nose Creek,1488
2019-06-13,Parkdale,1174
2019-06-13,Peace Bridge,2218
2019-06-13,South Glenmore,1264
2019-06-13,Wetlands,40
2019-06-14,10 Street North of 5 Ave NW,486
2019-06-14,12 Ave West of 2 St SW,908
2019-06-14,12 Ave West of 3 St SE,660
2019-06-14,12 Ave West of 8 St SW,840
2019-06-14,5 Street North of 10 Ave SW,2000
2019-06-14,5 Street North of 15 Ave SW,968
2019-06-14,5 Street North of 5 Ave SW,1290
2019-06-14,7 Street South of 3 Ave SW,598
2019-06-14,8 Ave West of 3 Street SW,0
2019-06-14,9 Ave West of 4 Street SE,358
2019-06-14,Bow River Pathway,1732
2019-06-14,Edmonton Tr North of Memorial Dr,294
2019-06-14,Inglewood Bird Sanctuary,0
2019-06-14,Lindsay Park,0
2019-06-14,Memorial Drive at 19 St NW,685
2019-06-14,Memorial Drive at Prince's Island,0
2019-06-14,North Glenmore,0
2019-06-14,Nose Creek,406
2019-06-14,Parkdale,667
2019-06-14,Peace Bridge,1568
2019-06-14,South Glenmore,656
2019-06-14,Wetlands,42
2019-06-15,10 Street North of 5 Ave NW,490
2019-06-15,12 Ave West of 2 St SW,836
2019-06-15,12 Ave West of 3 St SE,834
2019-06-15,12 Ave West of 8 St SW,1090
2019-06-15,5 Street North of 10 Ave SW,1794
2019-06-15,5 Street North of 15 Ave SW,1172
2019-06-15,5 Street North of 5 Ave SW,1036
2019-06-15,7 Street South of 3 Ave SW,516
2019-06-15,8 Ave West of 3 Street SW,0
2019-06-15,9 Ave West of 4 Street SE,352
2019-06-15,Bow River Pathway,2742
2019-06-15,Edmonton Tr North of Memorial Dr,404
2019-06-15,Inglewood Bird Sanctuary,0
2019-06-15,Lindsay Park,0
2019-06-15,Memorial Drive at 19 St NW,1436
2019-06-15,Memorial Drive at Prince's Island,0
2019-06-15,North Glenmore,0
2019-06-15,Nose Creek,562
2019-06-15,Parkdale,1501
2019-06-15,Peace Bridge,2832
2019-06-15,South Glenmore,1834
2019-06-15,Wetlands,140
2019-06-16,10 Street North of 5 Ave NW,724
2019-06-16,12 Ave West of 2 St SW,1052
2019-06-16,12 Ave West of 3 St SE,1140
2019-06-16,12 Ave West of 8 St SW,1172
2019-06-16,5 Street North of 10 Ave SW,2060
2019-06-16,5 Street North of 15 Ave SW,1530
2019-06-16,5 Street North of 5 Ave SW,1326
2019-06-16,7 Street South of 3 Ave SW,678
2019-06-16,8 Ave West of 3 Street SW,0
2019-06-16,9 Ave West of 4 Street SE,330
2019-06-16,Bow River Pathway,4200
2019-06-16,Edmonton Tr North of Memorial Dr,484
2019-06-16,Inglewood Bird Sanctuary,0
2019-06-16,Lindsay Park,0
2019-06-16,Memorial Drive at 19 St NW,2523
2019-06-16,Memorial Drive at Prince's Island,0
2019-06-16,North Glenmore,0
2019-06-16,Nose Creek,266
2019-06-16,Parkdale,2663
2019-06-16,Peace Bridge,4164
2019-06-16,South Glenmore,3944
2019-06-16,Wetlands,302
2019-06-17,10 Street North of 5 Ave NW,940
2019-06-17,12 Ave West of 2 St SW,1322
2019-06-17,12 Ave West of 3 St SE,878
2019-06-17,12 Ave West of 8 St SW,1346
2019-06-17,5 Street North of 10 Ave SW,3094
2019-06-17,5 Street North of 15 Ave SW,1704
2019-06-17,5 Street North of 5 Ave SW,2196
2019-06-17,7 Street South of 3 Ave SW,1066
2019-06-17,8 Ave West of 3 Street SW,0
2019-06-17,9 Ave West of 4 Street SE,520
2019-06-17,Bow River Pathway,3862
2019-06-17,Edmonton Tr North of Memorial Dr,418
2019-06-17,Inglewood Bird Sanctuary,0
2019-06-17,Lindsay Park,0
2019-06-17,Memorial Drive at 19 St NW,1412
2019-06-17,Memorial Drive at Prince's Island,0
2019-06-17,North Glenmore,0
2019-06-17,Nose Creek,2014
2019-06-17,Parkdale,1599
2019-06-17,Peace Bridge,2654
2019-06-17,South Glenmore,1722
2019-06-17,Wetlands,94
2019-06-18,10 Street North of 5 Ave NW,776
2019-06-18,12 Ave West of 2 St SW,1208
2019-06-18,12 Ave West of 3 St SE,804
2019-06-18,12 Ave West of 8 St SW,1170
2019-06-18,5 Street North of 10 Ave SW,2502
2019-06-18,5 Street North of 15 Ave SW,1432
2019-06-18,5 Street North of 5 Ave SW,1654
2019-06-18,7 Street South of 3 Ave SW,876
2019-06-18,8 Ave West of 3 Street SW,0
2019-06-18,9 Ave West of 4 Street SE,0
2019-06-18,Bow River Pathway,2778
2019-06-18,Edmonton Tr North of Memorial Dr,294
2019-06-18,Inglewood Bird Sanctuary,0
2019-06-18,Lindsay Park,0
2019-06-18,Memorial Drive at 19 St NW,1131
2019-06-18,Memorial Drive at Prince's Island,0
2019-06-18,North Glenmore,0
2019-06-18,Nose Creek,1660
2019-06-18,Parkdale,1104
2019-06-18,Peace Bridge,2074
2019-06-18,South Glenmore,1240
2019-06-18,Wetlands,112
2019-06-19,10 Street North of 5 Ave NW,564
2019-06-19,12 Ave West of 2 St SW,878
2019-06-19,12 Ave West of 3 St SE,568
2019-06-19,12 Ave West of 8 St SW,794
2019-06-19,5 Street North of 10 Ave SW,1946
2019-06-19,5 Street North of 15 Ave SW,1082
2019-06-19,5 Street North of 5 Ave SW,1204
2019-06-19,7 Street South of 3 Ave SW,576
2019-06-19,8 Ave West of 3 Street SW,0
2019-06-19,9 Ave West of 4 Street SE,0
2019-06-19,Bow River Pathway,1592
2019-06-19,Edmonton Tr North of Memorial Dr,186
2019-06-19,Inglewood Bird Sanctuary,0
2019-06-19,Lindsay Park,0
2019-06-19,Memorial Drive at 19 St NW,513
2019-06-19,Memorial Drive at Prince's Island,0
2019-06-19,North Glenmore,0
2019-06-19,Nose Creek,1936
2019-06-19,Parkdale,515
2019-06-19,Peace Bridge,1222
2019-06-19,South Glenmore,412
2019-06-19,Wetlands,16
2019-06-20,10 Street North of 5 Ave NW,490
2019-06-20,12 Ave West of 2 St SW,806
2019-06-20,12 Ave West of 3 St SE,610
2019-06-20,12 Ave West of 8 St SW,722
2019-06-20,5 Street North of 10 Ave SW,2032
2019-06-20,5 Street North of 15 Ave SW,936
2019-06-20,5 Street North of 5 Ave SW,1184
2019-06-20,7 Street South of 3 Ave SW,592
2019-06-20,8 Ave West of 3 Street SW,0
2019-06-20,9 Ave West of 4 Street SE,354
2019-06-20,Bow River Pathway,1416
2019-06-20,Edmonton Tr North of Memorial Dr,238
2019-06-20,Inglewood Bird Sanctuary,0
2019-06-20,Lindsay Park,0
2019-06-20,Memorial Drive at 19 St NW,539
2019-06-20,Memorial Drive at Prince's Island,0
2019-06-20,North Glenmore,0
2019-06-20,Nose Creek,1864
2019-06-20,Parkdale,541
2019-06-20,Peace Bridge,1128
2019-06-20,South Glenmore,456
2019-06-20,Wetlands,40
2019-06-21,10 Street North of 5 Ave NW,210
2019-06-21,12 Ave West of 2 St SW,576
2019-06-21,12 Ave West of 3 St SE,374
2019-06-21,12 Ave West of 8 St SW,404
2019-06-21,5 Street North of 10 Ave SW,1260
2019-06-21,5 Street North of 15 Ave SW,604
2019-06-21,5 Street North of 5 Ave SW,634
2019-06-21,7 Street South of 3 Ave SW,344
2019-06-21,8 Ave West of 3 Street SW,0
2019-06-21,9 Ave West of 4 Street SE,240
2019-06-21,Bow River Pathway,634
2019-06-21,Edmonton Tr North of Memorial Dr,130
2019-06-21,Inglewood Bird Sanctuary,0
2019-06-21,Lindsay Park,0
2019-06-21,Memorial Drive at 19 St NW,180
2019-06-21,Memorial Drive at Prince's Island,0
2019-06-21,North Glenmore,0
2019-06-21,Nose Creek,1358
2019-06-21,Parkdale,156
2019-06-21,Peace Bridge,616
2019-06-21,South Glenmore,132
2019-06-21,Wetlands,2
2019-06-22,10 Street North of 5 Ave NW,662
2019-06-22,12 Ave West of 2 St SW,1736
2019-06-22,12 Ave West of 3 St SE,1928
2019-06-22,12 Ave West of 8 St SW,1284
2019-06-22,5 Street North of 10 Ave SW,2524
2019-06-22,5 Street North of 15 Ave SW,1776
2019-06-22,5 Street North of 5 Ave SW,1336
2019-06-22,7 Street South of 3 Ave SW,592
2019-06-22,8 Ave West of 3 Street SW,0
2019-06-22,9 Ave West of 4 Street SE,686
2019-06-22,Bow River Pathway,2882
2019-06-22,Edmonton Tr North of Memorial Dr,542
2019-06-22,Inglewood Bird Sanctuary,0
2019-06-22,Lindsay Park,0
2019-06-22,Memorial Drive at 19 St NW,1639
2019-06-22,Memorial Drive at Prince's Island,0
2019-06-22,North Glenmore,0
2019-06-22,Nose Creek,490
2019-06-22,Parkdale,1688
2019-06-22,Peace Bridge,3226
2019-06-22,South Glenmore,2374
2019-06-22,Wetlands,224
2019-06-23,10 Street North of 5 Ave NW,226
2019-06-23,12 Ave West of 2 St SW,428
2019-06-23,12 Ave West of 3 St SE,354
2019-06-23,12 Ave West of 8 St SW,418
2019-06-23,5 Street North of 10 Ave SW,664
2019-06-23,5 Street North of 15 Ave SW,442
2019-06-23,5 Street North of 5 Ave SW,332
2019-06-23,7 Street South of 3 Ave SW,234
2019-06-23,8 Ave West of 3 Street SW,0
2019-06-23,9 Ave West of 4 Street SE,156
2019-06-23,Bow River Pathway,940
2019-06-23,Edmonton Tr North of Memorial Dr,234
2019-06-23,Inglewood Bird Sanctuary,0
2019-06-23,Lindsay Park,0
2019-06-23,Memorial Drive at 19 St NW,490
2019-06-23,Memorial Drive at Prince's Island,0
2019-06-23,North Glenmore,0
2019-06-23,Nose Creek,240
2019-06-23,Parkdale,475
2019-06-23,Peace Bridge,970
2019-06-23,South Glenmore,956
2019-06-23,Wetlands,98
2019-06-24,10 Street North of 5 Ave NW,738
2019-06-24,12 Ave West of 2 St SW,1050
2019-06-24,12 Ave West of 3 St SE,768
2019-06-24,12 Ave West of 8 St SW,1092
2019-06-24,5 Street North of 10 Ave SW,2546
2019-06-24,5 Street North of 15 Ave SW,1396
2019-06-24,5 Street North of 5 Ave SW,1854
